cc_article_number,URL,article_title
CC 1347,https://www.legis.la.gov/legis/Law.aspx?d=108701,Notice to parties.
CC 1348,https://www.legis.la.gov/legis/Law.aspx?d=108702,Continuances of proceedings.
CC 1349,https://www.legis.la.gov/legis/Law.aspx?d=108703,Settlement of accounts due by heirs to succession.
CC 1350,https://www.legis.la.gov/legis/Law.aspx?d=108705,Items included in accounts.
CC 1351,https://www.legis.la.gov/legis/Law.aspx?d=108706,Deduction of donations not subject to collation.
CC 1352,https://www.legis.la.gov/legis/Law.aspx?d=108707,Court order as to mode of collation exhibited to officer
CC 1353,https://www.legis.la.gov/legis/Law.aspx?d=108708,Inclusion of property collated in kind.
CC 1354,https://www.legis.la.gov/legis/Law.aspx?d=108709,Inclusion of value of property collated by taking less.
CC 1355,https://www.legis.la.gov/legis/Law.aspx?d=108710,Formation of active mass.
CC 1356,https://www.legis.la.gov/legis/Law.aspx?d=108711,Composition of active mass.
CC 1357,https://www.legis.la.gov/legis/Law.aspx?d=108712,Deductions from active mass.
CC 1358,https://www.legis.la.gov/legis/Law.aspx?d=108713,"Deductions, definition."
CC 1359,https://www.legis.la.gov/legis/Law.aspx?d=108714,Deductions allowed.
CC 1360,https://www.legis.la.gov/legis/Law.aspx?d=108716,Deductions in absence of collation or when collation is in kind.
CC 1361,https://www.legis.la.gov/legis/Law.aspx?d=108717,"Deductions, when collation is by taking less."
CC 1362,https://www.legis.la.gov/legis/Law.aspx?d=108718,Coheir's right to take succession effects in payment of collation.
CC 1363,https://www.legis.la.gov/legis/Law.aspx?d=108719,Disagreement among heirs entitled to receive collation in property.
CC 1364,https://www.legis.la.gov/legis/Law.aspx?d=108720,Division into lots according to number of heirs or roots.
CC 1365,https://www.legis.la.gov/legis/Law.aspx?d=108721,Equality in formation of lots.
CC 1366,https://www.legis.la.gov/legis/Law.aspx?d=108722,Equalization by money when one lot more valuable than others.
CC 1367,https://www.legis.la.gov/legis/Law.aspx?d=108723,Formation of lots by experts.
CC 1368,https://www.legis.la.gov/legis/Law.aspx?d=108724,"Repealed by Acts 1960, No. 30, 2, eff. Jan. 1, 1961."
CC 1369,https://www.legis.la.gov/legis/Law.aspx?d=108725,"Repealed by Acts 1962, No. 70."
CC 1370,https://www.legis.la.gov/legis/Law.aspx?d=108727,Subdivision among coheirs of same root.
CC 1371,https://www.legis.la.gov/legis/Law.aspx?d=108728,Coheirs' proportionate liability for succession debts.
CC 1372,https://www.legis.la.gov/legis/Law.aspx?d=108729,Observance of formalities.
CC 1373,https://www.legis.la.gov/legis/Law.aspx?d=108730,Provisional partitions; persons authorized to demand new partition
CC 1374,https://www.legis.la.gov/legis/Law.aspx?d=108731,"Arts. 1374 to 1377 Repealed by Acts 1960, No. 30, 2, eff. Jan. 1, 1961."
CC 1378,https://www.legis.la.gov/legis/Law.aspx?d=108732,"Errors of form, effect."
CC 1379,https://www.legis.la.gov/legis/Law.aspx?d=108733,Delivery of property and title papers after partition.
CC 1380,https://www.legis.la.gov/legis/Law.aspx?d=108734,"Subsequent discovery of property, amendment of partition."
CC 1381,https://www.legis.la.gov/legis/Law.aspx?d=108735,"Repealed by Acts 1990, No. 989, 7, eff. January 1, 1991."
CC 1382,https://www.legis.la.gov/legis/Law.aspx?d=108736,Partition compared to exchange.
CC 1383,https://www.legis.la.gov/legis/Law.aspx?d=108737,"Repealed by Acts 1991, No. 689, 1."
CC 1384,https://www.legis.la.gov/legis/Law.aspx?d=108738,Reciprocal warranty against disturbance or eviction.
CC 1385,https://www.legis.la.gov/legis/Law.aspx?d=108739,Exclusion of warranty.
CC 1386,https://www.legis.la.gov/legis/Law.aspx?d=108740,Eviction through fault of coheir.
CC 1387,https://www.legis.la.gov/legis/Law.aspx?d=108741,Proportionate liability of coheirs.
CC 1388,https://www.legis.la.gov/legis/Law.aspx?d=108742,Amount of indemnity.
CC 1389,https://www.legis.la.gov/legis/Law.aspx?d=108743,Liability of coheirs for portion of insolvent coheir.
CC 1390,https://www.legis.la.gov/legis/Law.aspx?d=108744,Scope of warranty as to corporeal and incorporeal things.
CC 1391,https://www.legis.la.gov/legis/Law.aspx?d=108745,Warranties always implied.
CC 1392,https://www.legis.la.gov/legis/Law.aspx?d=108746,"Warranty of solvency of debtor of rent charge, prescription."
CC 1393,https://www.legis.la.gov/legis/Law.aspx?d=108747,Subsequent deterioration or destruction of property.
CC 1394,https://www.legis.la.gov/legis/Law.aspx?d=108748,New debts or charges.
CC 1395,https://www.legis.la.gov/legis/Law.aspx?d=108749,Tacit mortgage abolished.
CC 1396,https://www.legis.la.gov/legis/Law.aspx?d=108750,Prescription of action of warranty.
CC 1397,https://www.legis.la.gov/legis/Law.aspx?d=108751,"Repealed by Acts 1991, No. 689, 1."
CC 1398,https://www.legis.la.gov/legis/Law.aspx?d=108752,"Repealed by Acts 1991, No. 689, 1."
CC 1399,https://www.legis.la.gov/legis/Law.aspx?d=108753,"Definitive partitions involving minors, interdicts, or absent persons"
CC 1400,https://www.legis.la.gov/legis/Law.aspx?d=108755,"Provisional partitions involving minors, interdicts, or absent persons"
CC 1401,https://www.legis.la.gov/legis/Law.aspx?d=108756,Omission of succession effects not cause for rescission.
CC 1402,https://www.legis.la.gov/legis/Law.aspx?d=108757,Rescission of transactions effecting partition.
CC 1403,https://www.legis.la.gov/legis/Law.aspx?d=108758,Rescission inadmissible after compromise.
CC 1404,https://www.legis.la.gov/legis/Law.aspx?d=108759,Rescission inadmissible against sale of succession rights.
CC 1405,https://www.legis.la.gov/legis/Law.aspx?d=108760,"Sale of succession rights to coheir at risk of vendor, rescission inadmissible."
CC 1406,https://www.legis.la.gov/legis/Law.aspx?d=108761,"Sale to coheir of immovable rights only, rescission for lesion."
CC 1407,https://www.legis.la.gov/legis/Law.aspx?d=108762,Facts required to obtain rescission for lesion.
CC 1408,https://www.legis.la.gov/legis/Law.aspx?d=108763,Termination of partition suit by defendant's tender.
CC 1409,https://www.legis.la.gov/legis/Law.aspx?d=108764,Amount of tender.
CC 1410,https://www.legis.la.gov/legis/Law.aspx?d=108766,Rescission for fraud or violence inadmissible after alienation.
CC 1411,https://www.legis.la.gov/legis/Law.aspx?d=108767,Rescission inadmissible against partition regulated by father.
CC 1412,https://www.legis.la.gov/legis/Law.aspx?d=108768,Rescission in favor of minor effective for all parties.
CC 1413,https://www.legis.la.gov/legis/Law.aspx?d=108769,Prescription of action of rescission.
CC 1414,https://www.legis.la.gov/legis/Law.aspx?d=108770,Prescription against minors after judicial partition.
CC 1415,https://www.legis.la.gov/legis/Law.aspx?d=108771,Estate debts; administrative expenses
CC 1416,https://www.legis.la.gov/legis/Law.aspx?d=108772,Liability of universal successors to creditors
CC 1417,https://www.legis.la.gov/legis/Law.aspx?d=108773,Reserved]
CC 1418,https://www.legis.la.gov/legis/Law.aspx?d=108774,"Successors who are creditors, order of preference"
CC 1419,https://www.legis.la.gov/legis/Law.aspx?d=108775,Rights of pursuit of creditor
CC 1420,https://www.legis.la.gov/legis/Law.aspx?d=108777,Regulation of payment of debts by testament or by agreement among successors
CC 1421,https://www.legis.la.gov/legis/Law.aspx?d=108778,"Estate debts, charged"
CC 1422,https://www.legis.la.gov/legis/Law.aspx?d=108779,Debts attributable to identifiable or encumbered property
CC 1423,https://www.legis.la.gov/legis/Law.aspx?d=108780,Decedent's debts charged ratably
CC 1424,https://www.legis.la.gov/legis/Law.aspx?d=108781,"Administration expenses, how charged"
CC 1425,https://www.legis.la.gov/legis/Law.aspx?d=108782,Liability of successors for contribution or reimbursement
CC 1426,https://www.legis.la.gov/legis/Law.aspx?d=108783,Classification of receipts and expenditures in absence of controlling dispositions
CC 1427,https://www.legis.la.gov/legis/Law.aspx?d=108784,Reporting and deducting as authorized by tax law
CC 1428,https://www.legis.la.gov/legis/Law.aspx?d=108785,Rights and obligations of usufructuary not superseded
CC 1429,https://www.legis.la.gov/legis/Law.aspx?d=108786,Rights and obligations of income interest in trust not superseded
CC 1467,https://www.legis.la.gov/legis/Law.aspx?d=108787,Methods of acquiring or disposing gratuitously
CC 1468,https://www.legis.la.gov/legis/Law.aspx?d=108788,Donations inter vivos; definition
CC 1469,https://www.legis.la.gov/legis/Law.aspx?d=108789,Donation mortis causa; definition
CC 1470,https://www.legis.la.gov/legis/Law.aspx?d=108790,Persons capable of giving or receiving
CC 1471,https://www.legis.la.gov/legis/Law.aspx?d=108791,"Capacity to give, time for existence"
CC 1472,https://www.legis.la.gov/legis/Law.aspx?d=108792,"Capacity to receive, time for existence"
CC 1473,https://www.legis.la.gov/legis/Law.aspx?d=108793,"Capacity to receive conditional donation, time for existence"
CC 1474,https://www.legis.la.gov/legis/Law.aspx?d=108794,"Unborn children, capacity to receive"
CC 1475,https://www.legis.la.gov/legis/Law.aspx?d=108795,Nullity of donation to person incapable of receiving
CC 1476,https://www.legis.la.gov/legis/Law.aspx?d=108796,"Minors; incapacity to make donations, exceptions"
CC 1477,https://www.legis.la.gov/legis/Law.aspx?d=108797,"Capacity to donate, mental condition of donor"
CC 1478,https://www.legis.la.gov/legis/Law.aspx?d=108798,Nullity of donation procured by fraud or duress
CC 1479,https://www.legis.la.gov/legis/Law.aspx?d=108799,Nullity of donation procured through undue influence
CC 1480,https://www.legis.la.gov/legis/Law.aspx?d=108800,"Nullity due to fraud, duress, or undue influence; severability of valid provision"
CC 1481,https://www.legis.la.gov/legis/Law.aspx?d=108801,"Fiduciary appointment, termination"
CC 1482,https://www.legis.la.gov/legis/Law.aspx?d=108802,Proof of incapacity to donate
CC 1483,https://www.legis.la.gov/legis/Law.aspx?d=108803,"Proof of fraud, duress, or undue influence"
CC 1484,https://www.legis.la.gov/legis/Law.aspx?d=108804,Interpretation of revocation or modification
CC 1485,https://www.legis.la.gov/legis/Law.aspx?d=108805,"Repealed by Acts 1990, No. 147, 3, eff. July 1, 1990."
CC 1486,https://www.legis.la.gov/legis/Law.aspx?d=108806,"Arts. 1486, 1487 Repealed by Acts 1979, No. 607, 4"
CC 1488,https://www.legis.la.gov/legis/Law.aspx?d=108807,"Repealed by Acts 1978, No. 362, 1."
CC 1489,https://www.legis.la.gov/legis/Law.aspx?d=108808,Arts. 1489 to 1491 [Blank]
CC 1492,https://www.legis.la.gov/legis/Law.aspx?d=108810,"Repealed by Acts 1990, No. 147, 3, eff. July 1, 1990."
CC 1493,https://www.legis.la.gov/legis/Law.aspx?d=108811,Forced heirs; representation of forced heirs
CC 1493.1,https://www.legis.la.gov/legis/Law.aspx?d=1015072,Children conceived through donation of gametes
CC 1494,https://www.legis.la.gov/legis/Law.aspx?d=108812,Forced heir entitled to legitime; exception
CC 1495,https://www.legis.la.gov/legis/Law.aspx?d=108813,Amount of forced portion and disposable portion
CC 1495.1,https://www.legis.la.gov/legis/Law.aspx?d=1187272,Calculation of the legitime
CC 1496,https://www.legis.la.gov/legis/Law.aspx?d=108814,Permissible burdens on legitime
CC 1497,https://www.legis.la.gov/legis/Law.aspx?d=108815,Disposable portion in absence of forced heirs
CC 1498,https://www.legis.la.gov/legis/Law.aspx?d=108816,Nullity of donation inter vivos of entire patrimony
CC 1499,https://www.legis.la.gov/legis/Law.aspx?d=108817,Usufruct to surviving spouse
CC 1500,https://www.legis.la.gov/legis/Law.aspx?d=108819,"Forced portion in cases of judicial divestment, disinherison, or renunciation of succession rights"
CC 1501,https://www.legis.la.gov/legis/Law.aspx?d=108820,"Repealed by Acts 1997, No. 706, 1."
CC 1502,https://www.legis.la.gov/legis/Law.aspx?d=108821,Inability to satisfy legitime by usufruct or income interest in trust only
CC 1503,https://www.legis.la.gov/legis/Law.aspx?d=108822,Reduction of excessive donations
CC 1504,https://www.legis.la.gov/legis/Law.aspx?d=108823,"Reduction of donations, exclusive right of forced heirs"
CC 1505,https://www.legis.la.gov/legis/Law.aspx?d=108824,Calculation of disposable portion on mass of succession
CC 1506,https://www.legis.la.gov/legis/Law.aspx?d=108825,Reserved]
CC 1507,https://www.legis.la.gov/legis/Law.aspx?d=108826,"Reduction of legacies before donations inter vivos, order of reduction"
CC 1508,https://www.legis.la.gov/legis/Law.aspx?d=108827,Reduction of donations inter vivos
CC 1509,https://www.legis.la.gov/legis/Law.aspx?d=108828,Insolvency of a donee
CC 1510,https://www.legis.la.gov/legis/Law.aspx?d=108830,"Remunerative donations, extent of reduction"
CC 1511,https://www.legis.la.gov/legis/Law.aspx?d=108831,"Onerous donation, extent of reduction"
CC 1512,https://www.legis.la.gov/legis/Law.aspx?d=108832,Retention of fruits and products of donation by donee until demand for reduction
CC 1513,https://www.legis.la.gov/legis/Law.aspx?d=108833,Reduction in kind when property is owned by the donee or successors by gratuitous title; effects of alienation by donee
CC 1514,https://www.legis.la.gov/legis/Law.aspx?d=108834,Usufruct of surviving spouse affecting legitime; security
CC 1515,https://www.legis.la.gov/legis/Law.aspx?d=108835,[Blank]
CC 1516,https://www.legis.la.gov/legis/Law.aspx?d=108836,[Blank]
CC 1517,https://www.legis.la.gov/legis/Law.aspx?d=108837,[Blank]
CC 1518,https://www.legis.la.gov/legis/Law.aspx?d=108838,[Blank]
CC 1519,https://www.legis.la.gov/legis/Law.aspx?d=108839,"Impossible, illegal or immoral conditions."
CC 1520,https://www.legis.la.gov/legis/Law.aspx?d=108841,"Prohibited substitutions, definitions"
CC 1521,https://www.legis.la.gov/legis/Law.aspx?d=108842,Vulgar substitutions
CC 1522,https://www.legis.la.gov/legis/Law.aspx?d=108843,Separate donations of usufruct and naked ownership
CC 1526,https://www.legis.la.gov/legis/Law.aspx?d=108847,Onerous donation
CC 1527,https://www.legis.la.gov/legis/Law.aspx?d=108848,Remunerative donations
CC 1528,https://www.legis.la.gov/legis/Law.aspx?d=108849,Charges or conditions imposed by donor
CC 1529,https://www.legis.la.gov/legis/Law.aspx?d=108850,Donation of future property; nullity
CC 1530,https://www.legis.la.gov/legis/Law.aspx?d=108852,Donation conditional on will of donor; nullity
CC 1531,https://www.legis.la.gov/legis/Law.aspx?d=108853,Donation conditional on payment of future or unexpressed debts and charges; nullity
CC 1532,https://www.legis.la.gov/legis/Law.aspx?d=108854,Stipulation for right of return to donor
CC 1533,https://www.legis.la.gov/legis/Law.aspx?d=108855,Right of return; effect
CC 1541,https://www.legis.la.gov/legis/Law.aspx?d=108864,Form required for donations
CC 1542,https://www.legis.la.gov/legis/Law.aspx?d=108865,"Identification of donor, donee, and the thing donated required"
CC 1543,https://www.legis.la.gov/legis/Law.aspx?d=108866,Manual gift
CC 1544,https://www.legis.la.gov/legis/Law.aspx?d=108867,Donation effective from time of acceptance
CC 1545,https://www.legis.la.gov/legis/Law.aspx?d=108868,Acceptance in person or by mandatary
CC 1546,https://www.legis.la.gov/legis/Law.aspx?d=108869,Acceptance during lifetime of donee
CC 1547,https://www.legis.la.gov/legis/Law.aspx?d=108870,Acceptance by creditor prohibited
CC 1548,https://www.legis.la.gov/legis/Law.aspx?d=108871,Unemancipated minor; persons authorized to accept
CC 1549,https://www.legis.la.gov/legis/Law.aspx?d=108872,Thing acquired subject to existing charges
CC 1550,https://www.legis.la.gov/legis/Law.aspx?d=108874,Form for donation of certain incorporeal movables
CC 1551,https://www.legis.la.gov/legis/Law.aspx?d=108875,Effects of acceptance
CC 1556,https://www.legis.la.gov/legis/Law.aspx?d=108880,Causes for revocation or dissolution
CC 1557,https://www.legis.la.gov/legis/Law.aspx?d=108881,Revocation for ingratitude
CC 1558,https://www.legis.la.gov/legis/Law.aspx?d=108882,"Revocation for ingratitude; prescription, parties"
CC 1559,https://www.legis.la.gov/legis/Law.aspx?d=108883,"Revocation for ingratitude, effect on alienations, leases, or encumbrances"
CC 1560,https://www.legis.la.gov/legis/Law.aspx?d=108885,"Revocation for ingratitude, restoration"
CC 1561,https://www.legis.la.gov/legis/Law.aspx?d=108886,Reserved
CC 1562,https://www.legis.la.gov/legis/Law.aspx?d=108887,Dissolution for nonfulfillment of suspensive condition or for occurrence of resolutory condition
